央视频道,#genre#
129  龍華日韓台,https://www.4gtv.tv/channel/litv-longturn11?set=1&ch=28
130  八大精彩台,https://www.4gtv.tv/channel/4gtv-4gtv034?set=1&ch=172
131  霹靂布袋戲,https://www.4gtv.tv/channel/4gtv-live145?set=1&ch=301
132  靖天戲劇台,https://www.4gtv.tv/channel/4gtv-4gtv058?set=1&ch=116
133  靖洋戲劇台,https://www.4gtv.tv/channel/4gtv-4gtv045?set=1&ch=118
134  CI 罪案偵查頻道,https://www.4gtv.tv/channel/4gtv-live027?set=1&ch=215
135  視納華仁紀實頻道,https://www.4gtv.tv/channel/4gtv-4gtv013?set=1&ch=38
136  影迷數位紀實台,https://www.4gtv.tv/channel/4gtv-live023?set=1&ch=212
137  金光布袋戲,https://www.4gtv.tv/channel/4gtv-live144?set=1&ch=236
138  ROCK Action,https://www.4gtv.tv/channel/4gtv-live138?set=1&ch=180
145  采昌影劇台,https://www.4gtv.tv/channel/4gtv-4gtv049?set=1&ch=25
146  靖天映畫,https://www.4gtv.tv/channel/4gtv-4gtv055?set=1&ch=42
147  靖天電影台,https://www.4gtv.tv/channel/4gtv-4gtv061?set=1&ch=82
148  龍華電影台,https://www.4gtv.tv/channel/litv-longturn03?set=1&ch=121
152  影迷數位電影台,https://www.4gtv.tv/channel/4gtv-4gtv011?set=1&ch=40
153  amc電影台,https://www.4gtv.tv/channel/4gtv-4gtv017?set=1&ch=39
154  CinemaWorld,https://www.4gtv.tv/channel/4gtv-live069?set=1&ch=225
157  My Cinema Europe HD 我的歐洲電影,https://www.4gtv.tv/channel/4gtv-live157?set=1&ch=176
160  好消息2台,https://www.4gtv.tv/channel/litv-ftv17?set=1&ch=8
161  好消息,https://www.4gtv.tv/channel/litv-ftv16?set=1&ch=9
163  大愛二台,https://www.4gtv.tv/channel/4gtv-live106?set=1&ch=230
164  人間衛視,https://www.4gtv.tv/channel/4gtv-live008?set=1&ch=210
169  FRANCE24 英文台,https://www.4gtv.tv/channel/4gtv-live146?set=1&ch=316
170  半島國際新聞台,https://www.4gtv.tv/channel/litv-ftv10?set=1&ch=85
171  VOA美國之音,https://www.4gtv.tv/channel/litv-ftv03?set=1&ch=86
172  CNBC Asia 財經台,https://www.4gtv.tv/channel/4gtv-live130?set=1&ch=235
173  DW德國之聲,https://www.4gtv.tv/channel/4gtv-live071?set=1&ch=226
185  國會頻道1,https://www.4gtv.tv/channel/4gtv-4gtv084?set=1&ch=170
186  國會頻道2,https://www.4gtv.tv/channel/4gtv-4gtv085?set=1&ch=171
199  TVBS綜藝台,https://www.4gtv.tv/channel/4gtv-live087?set=1&ch=284
200  TVBS台劇台,https://www.4gtv.tv/channel/4gtv-live088?set=1&ch=285
201  經典電影台,https://www.4gtv.tv/channel/4gtv-live021?set=1&ch=201
202  經典卡通台,https://www.4gtv.tv/channel/4gtv-live022?set=1&ch=202
203  兒童卡通台,https://www.4gtv.tv/channel/4gtv-live009?set=1&ch=269
204  精選動漫台,https://www.4gtv.tv/channel/4gtv-live024?set=1&ch=204
205  戲劇免費看 1台,https://www.4gtv.tv/channel/4gtv-live010?set=1&ch=270
206  戲劇免費看 2台,https://www.4gtv.tv/channel/4gtv-live006?set=1&ch=244
208  電影免費看 2台,https://www.4gtv.tv/channel/4gtv-live005?set=1&ch=245
209  超人力霸王整套看,https://www.4gtv.tv/channel/4gtv-live015?set=1&ch=278
210  花系列 經典劇場,https://www.4gtv.tv/channel/4gtv-live016?set=1&ch=279
